#Distance	x(m)	y(m)	Elevation(m)
2158.468972	2598983.396	1199339.168	532.1729736
2162.17132	2598985.657	1199342.1	532.3200073
2165.873668	2598987.918	1199345.032	529.6820068
2169.576016	2598990.179	1199347.964	528.8469849
2173.278364	2598992.44	1199350.896	528.9959717
2176.980712	2598994.701	1199353.827	531.3590088
2180.68306	2598996.962	1199356.759	531.3259888
2184.385409	2598999.223	1199359.691	531.6640015
2188.087757	2599001.483	1199362.623	531.65802
2191.790105	2599003.744	1199365.555	532.0679932
2195.492453	2599006.005	1199368.487	531.632019
2199.194801	2599008.266	1199371.419	531.6799927
2202.897149	2599010.527	1199374.35	531.8579712
2206.599497	2599012.788	1199377.282	531.8330078
2210.301846	2599015.049	1199380.214	531.6339722
2214.004194	2599017.31	1199383.146	531.6300049
2217.706542	2599019.57	1199386.078	531.3779907
2221.40889	2599021.831	1199389.01	531.2160034
2225.111238	2599024.092	1199391.942	531.2290039
2228.813586	2599026.353	1199394.874	531.3649902
2232.515935	2599028.614	1199397.805	531.3930054
2236.218283	2599030.875	1199400.737	531.6389771
2239.920631	2599033.136	1199403.669	532.1060181
2243.622979	2599035.397	1199406.601	532.5629883
2247.325327	2599037.657	1199409.533	532.5650024
2251.027675	2599039.918	1199412.465	532.6970215
2254.730023	2599042.179	1199415.397	532.6599731
2258.432372	2599044.44	1199418.328	532.6229858
2262.13472	2599046.701	1199421.26	532.5999756
2265.837068	2599048.962	1199424.192	532.6110229
2269.539416	2599051.223	1199427.124	532.6049805
2273.241764	2599053.484	1199430.056	532.3540039
2276.944112	2599055.744	1199432.988	531.710022
2280.64646	2599058.005	1199435.92	531.8519897
2284.348809	2599060.266	1199438.852	531.9229736
2288.051157	2599062.527	1199441.783	531.9869995
2291.753505	2599064.788	1199444.715	532.0529785
2295.455853	2599067.049	1199447.647	532.1229858
2299.158201	2599069.31	1199450.579	532.2420044
2302.860549	2599071.57	1199453.511	532.3380127
2306.562898	2599073.831	1199456.443	532.3959961
2310.265246	2599076.092	1199459.375	532.414978
2313.967594	2599078.353	1199462.306	532.3250122
2317.669942	2599080.614	1199465.238	532.322998
2321.37229	2599082.875	1199468.17	532.7399902
2325.074638	2599085.136	1199471.102	533.0029907
2328.776986	2599087.397	1199474.034	533.25
2332.479335	2599089.657	1199476.966	533.5440063
2336.181683	2599091.918	1199479.898	533.5670166
2339.884031	2599094.179	1199482.829	534.5189819
2343.586379	2599096.44	1199485.761	534.3930054
2347.288727	2599098.701	1199488.693	534.0770264
2350.991075	2599100.962	1199491.625	533.9660034
2354.693423	2599103.223	1199494.557	534.0720215
2358.395772	2599105.484	1199497.489	534.0709839
2362.09812	2599107.744	1199500.421	534.5349731
2365.800468	2599110.005	1199503.353	534.6199951
2369.502816	2599112.266	1199506.284	534.7479858
2373.205164	2599114.527	1199509.216	534.7139893
2376.907512	2599116.788	1199512.148	535.21698
2380.609861	2599119.049	1199515.08	535.2780151
2384.312209	2599121.31	1199518.012	535.7189941
2388.014557	2599123.571	1199520.944	535.7449951
2391.716905	2599125.831	1199523.876	535.7000122
2395.419253	2599128.092	1199526.807	535.8079834
2399.121601	2599130.353	1199529.739	535.8250122
2402.823949	2599132.614	1199532.671	536.0780029
2406.526298	2599134.875	1199535.603	536.085022
2410.228646	2599137.136	1199538.535	536.7449951
2413.930994	2599139.397	1199541.467	536.7449951
2417.633342	2599141.658	1199544.399	536.8590088
2421.33569	2599143.918	1199547.331	536.8519897
2425.038038	2599146.179	1199550.262	536.9589844
2428.740386	2599148.44	1199553.194	537.1229858
2432.442735	2599150.701	1199556.126	537.7930298
2436.145083	2599152.962	1199559.058	538.2000122
2439.847431	2599155.223	1199561.99	538.4000244
2443.549779	2599157.484	1199564.922	539.1890259
2447.252127	2599159.745	1199567.854	539.1820068
2450.954475	2599162.005	1199570.785	539.2730103
2454.656824	2599164.266	1199573.717	539.0980225
2458.359172	2599166.527	1199576.649	539.1339722
2462.06152	2599168.788	1199579.581	539.4790039
2465.763868	2599171.049	1199582.513	539.5360107
2469.466216	2599173.31	1199585.445	539.5189819
2473.168564	2599175.571	1199588.377	539.6270142
2476.870912	2599177.832	1199591.308	539.8560181
2480.573261	2599180.092	1199594.24	538.2639771
2484.275609	2599182.353	1199597.172	538.1209717
2487.977957	2599184.614	1199600.104	538.742981
2491.680305	2599186.875	1199603.036	539.6480103
2495.382653	2599189.136	1199605.968	540.0809937
2499.085001	2599191.397	1199608.9	542.2089844
2502.787349	2599193.658	1199611.832	542.2089844
2506.489698	2599195.919	1199614.763	542.8549805
2510.192046	2599198.179	1199617.695	542.7529907
2513.894394	2599200.44	1199620.627	542.9420166
2517.596742	2599202.701	1199623.559	542.9569702
2521.29909	2599204.962	1199626.491	543.0130005
2525.001438	2599207.223	1199629.423	543.0759888
2528.703787	2599209.484	1199632.355	543.1779785
2532.406135	2599211.745	1199635.286	543.0770264
2536.108483	2599214.006	1199638.218	543.2020264
2539.810831	2599216.266	1199641.15	543.0780029
2543.513179	2599218.527	1199644.082	542.6259766
2547.215527	2599220.788	1199647.014	542.5449829
2550.917875	2599223.049	1199649.946	542.3499756
2554.620224	2599225.31	1199652.878	542.3430176
2558.322572	2599227.571	1199655.81	542.3209839
2562.02492	2599229.832	1199658.741	542.5050049
2565.727268	2599232.093	1199661.673	542.2919922
2569.429616	2599234.353	1199664.605	542.2260132
2573.131964	2599236.614	1199667.537	542.3480225
2576.834312	2599238.875	1199670.469	542.2199707
2580.536661	2599241.136	1199673.401	542.1740112
2584.239009	2599243.397	1199676.333	542.184021
2587.941357	2599245.658	1199679.264	542.1779785
2591.643705	2599247.919	1199682.196	540.8880005
2595.346053	2599250.18	1199685.128	540.9990234
2599.048401	2599252.44	1199688.06	541.039978
2602.75075	2599254.701	1199690.992	541.1279907
2606.453098	2599256.962	1199693.924	541.1129761
2610.155446	2599259.223	1199696.856	540.9609985
2613.857794	2599261.484	1199699.787	540.8079834
2617.560142	2599263.745	1199702.719	540.7139893
2621.26249	2599266.006	1199705.651	540.5189819
2624.964838	2599268.266	1199708.583	540.5430298
2628.667187	2599270.527	1199711.515	540.5540161
2632.369535	2599272.788	1199714.447	547.2520142
2636.071883	2599275.049	1199717.379	547.1420288
2639.774231	2599277.31	1199720.311	547.3010254
2643.476579	2599279.571	1199723.242	550.5020142
2647.178927	2599281.832	1199726.174	551.5579834
2650.881275	2599284.093	1199729.106	551.9279785
2654.583624	2599286.353	1199732.038	552.7470093
2658.285972	2599288.614	1199734.97	553.9400024
2661.98832	2599290.875	1199737.902	554.3709717
2665.690668	2599293.136	1199740.834	554.4019775
2669.393016	2599295.397	1199743.765	554.473999
2673.095364	2599297.658	1199746.697	554.5930176
2676.797713	2599299.919	1199749.629	555.3380127
2680.500061	2599302.18	1199752.561	556.3319702
2684.202409	2599304.44	1199755.493	556.5419922
2687.904757	2599306.701	1199758.425	557.3569946
2691.607105	2599308.962	1199761.357	557.8629761
2695.309453	2599311.223	1199764.289	558.0880127
2699.011801	2599313.484	1199767.22	558.2739868
2702.71415	2599315.745	1199770.152	558.5380249
2706.416498	2599318.006	1199773.084	558.8319702
2710.118846	2599320.267	1199776.016	558.9329834
2713.821194	2599322.527	1199778.948	559.0380249
2717.523542	2599324.788	1199781.88	559.1669922
2721.22589	2599327.049	1199784.812	559.4019775
2724.928238	2599329.31	1199787.743	559.6309814
2728.630587	2599331.571	1199790.675	559.9240112
2732.332935	2599333.832	1199793.607	560.026001
2736.035283	2599336.093	1199796.539	560.1669922
2739.737631	2599338.354	1199799.471	560.4089966
2743.439979	2599340.614	1199802.403	560.6309814
2747.142327	2599342.875	1199805.335	560.6760254
2750.844676	2599345.136	1199808.267	560.8179932
2754.547024	2599347.397	1199811.198	560.7180176
2758.249372	2599349.658	1199814.13	560.4910278
2761.95172	2599351.919	1199817.062	560.0759888
2765.654068	2599354.18	1199819.994	558.5380249
2769.356416	2599356.441	1199822.926	558.9169922
2773.058764	2599358.701	1199825.858	558.7849731
2776.761113	2599360.962	1199828.79	558.598999
2780.463461	2599363.223	1199831.721	558.8859863
2784.165809	2599365.484	1199834.653	559.2160034
2787.868157	2599367.745	1199837.585	559.0560303
2791.570505	2599370.006	1199840.517	559.3400269
2795.272853	2599372.267	1199843.449	559.8989868
2798.975201	2599374.528	1199846.381	560.1359863
2802.67755	2599376.788	1199849.313	559.9530029
2806.379898	2599379.049	1199852.244	560.0440063
2810.082246	2599381.31	1199855.176	560.0419922
2813.784594	2599383.571	1199858.108	560.0440063
2817.486942	2599385.832	1199861.04	560.0599976
2821.18929	2599388.093	1199863.972	560.0700073
2824.891639	2599390.354	1199866.904	560.552002
2828.593987	2599392.615	1199869.836	560.5469971
2832.296335	2599394.875	1199872.768	560.4199829
2835.998683	2599397.136	1199875.699	560.3549805
2839.701031	2599399.397	1199878.631	560.2089844
2843.403379	2599401.658	1199881.563	560.210022
2847.105727	2599403.919	1199884.495	559.9229736
2850.808076	2599406.18	1199887.427	559.2979736
2854.510424	2599408.441	1199890.359	559.3209839
2858.212772	2599410.702	1199893.291	558.7030029
2861.91512	2599412.962	1199896.222	558.4840088
2865.617468	2599415.223	1199899.154	558.1760254
2869.319816	2599417.484	1199902.086	559.4390259
2873.022164	2599419.745	1199905.018	559.992981
2876.724513	2599422.006	1199907.95	559.9680176
2880.426861	2599424.267	1199910.882	561.223999
2884.129209	2599426.528	1199913.814	561.6300049
2887.831557	2599428.789	1199916.746	560.7449951
2891.533905	2599431.049	1199919.677	559.2379761
2895.236253	2599433.31	1199922.609	561.8900146
2898.938602	2599435.571	1199925.541	561.8359985
2902.64095	2599437.832	1199928.473	561.3179932
2906.343298	2599440.093	1199931.405	560.4559937
2910.045646	2599442.354	1199934.337	560.9329834
2913.747994	2599444.615	1199937.269	559.3189697
2917.450342	2599446.876	1199940.2	558.6270142
2921.15269	2599449.136	1199943.132	558.651001
2924.855039	2599451.397	1199946.064	561.3499756
2928.557387	2599453.658	1199948.996	562.960022
2932.259735	2599455.919	1199951.928	563.71698
2935.962083	2599458.18	1199954.86	563.9089966
2939.664431	2599460.441	1199957.792	564.5620117
2943.366779	2599462.702	1199960.723	565.039978
2947.069127	2599464.962	1199963.655	565.2360229
2950.771476	2599467.223	1199966.587	565.6350098
2954.473824	2599469.484	1199969.519	566.822998
2958.176172	2599471.745	1199972.451	567.5050049
2961.87852	2599474.006	1199975.383	568.2020264
2965.580868	2599476.267	1199978.315	568.3720093
2969.283216	2599478.528	1199981.247	568.2420044
2972.985565	2599480.789	1199984.178	568.5720215
2976.687913	2599483.049	1199987.11	568.4569702
2980.390261	2599485.31	1199990.042	568.3969727
2984.092609	2599487.571	1199992.974	568.3690186
2987.794957	2599489.832	1199995.906	568.2230225
2991.497305	2599492.093	1199998.838	567.9760132
2995.199653	2599494.354	1200001.77	567.4089966
2998.902002	2599496.615	1200004.701	566.0679932
3002.60435	2599498.876	1200007.633	566.4589844
3006.306698	2599501.136	1200010.565	565.5960083
3010.009046	2599503.397	1200013.497	565.5780029
3013.711394	2599505.658	1200016.429	565.7119751
3017.413742	2599507.919	1200019.361	565.6610107
3021.11609	2599510.18	1200022.293	564.289978
3024.818439	2599512.441	1200025.225	564.289978
3028.520787	2599514.702	1200028.156	563.2819824
3032.223135	2599516.963	1200031.088	563.25
3035.925483	2599519.223	1200034.02	562.3720093
3039.627831	2599521.484	1200036.952	562.0980225
3043.330179	2599523.745	1200039.884	561.7269897
3047.032528	2599526.006	1200042.816	559.6630249
3050.734876	2599528.267	1200045.748	559.4520264
3054.437224	2599530.528	1200048.679	559.0510254
3058.139572	2599532.789	1200051.611	558.8499756
3061.84192	2599535.05	1200054.543	558.5689697
3065.544268	2599537.31	1200057.475	558.625
3069.246616	2599539.571	1200060.407	558.697998
3072.948965	2599541.832	1200063.339	558.6090088
3076.651313	2599544.093	1200066.271	558.5709839
3080.353661	2599546.354	1200069.202	558.0980225
3084.056009	2599548.615	1200072.134	557.8189697
3087.758357	2599550.876	1200075.066	557.8120117
3091.460705	2599553.137	1200077.998	557.7440186
3095.163053	2599555.397	1200080.93	558.1149902
3098.865402	2599557.658	1200083.862	558.1450195
3102.56775	2599559.919	1200086.794	557.9589844
3106.270098	2599562.18	1200089.726	558.3179932
3109.972446	2599564.441	1200092.657	558.2659912
3113.674794	2599566.702	1200095.589	558.4349976
3117.377142	2599568.963	1200098.521	557.447998
3121.079491	2599571.224	1200101.453	557.3239746
3124.781839	2599573.484	1200104.385	557.7319946
3128.484187	2599575.745	1200107.317	558.3779907
3132.186535	2599578.006	1200110.249	558.3670044
3135.888883	2599580.267	1200113.18	558.4089966
3139.591231	2599582.528	1200116.112	558.507019
3143.293579	2599584.789	1200119.044	558.5419922
3146.995928	2599587.05	1200121.976	558.5499878
3150.698276	2599589.311	1200124.908	558.651001
3154.400624	2599591.571	1200127.84	558.7329712
3158.102972	2599593.832	1200130.772	558.7230225
3161.80532	2599596.093	1200133.704	558.7199707
3165.507668	2599598.354	1200136.635	558.6790161
3169.210016	2599600.615	1200139.567	558.6619873
3172.912365	2599602.876	1200142.499	558.6480103
3176.614713	2599605.137	1200145.431	558.632019
3180.317061	2599607.398	1200148.363	558.6259766
3184.019409	2599609.658	1200151.295	558.4589844
3187.721757	2599611.919	1200154.227	558.1539917
3191.424105	2599614.18	1200157.158	558.3300171
3195.126454	2599616.441	1200160.09	558.5460205
3198.828802	2599618.702	1200163.022	558.5969849
3202.53115	2599620.963	1200165.954	558.5809937
3206.233498	2599623.224	1200168.886	558.5499878
3209.935846	2599625.485	1200171.818	558.4810181
3213.638194	2599627.745	1200174.75	558.5419922
3217.340542	2599630.006	1200177.681	558.4370117
3221.042891	2599632.267	1200180.613	558.3250122
3224.745239	2599634.528	1200183.545	558.3129883
3228.447587	2599636.789	1200186.477	558.5269775
3232.149935	2599639.05	1200189.409	558.507019
3235.852283	2599641.311	1200192.341	558.6929932
3239.554631	2599643.572	1200195.273	558.6300049
3243.256979	2599645.832	1200198.205	558.6079712
3246.959328	2599648.093	1200201.136	558.3950195
3250.661676	2599650.354	1200204.068	558.5750122
3254.364024	2599652.615	1200207	558.4060059
3258.066372	2599654.876	1200209.932	558.3709717
3261.76872	2599657.137	1200212.864	558.4910278
3265.471068	2599659.398	1200215.796	558.1829834
3269.173417	2599661.658	1200218.728	558.3690186
3272.875765	2599663.919	1200221.659	558.367981
3276.578113	2599666.18	1200224.591	558.4199829
3280.280461	2599668.441	1200227.523	558.4940186
3283.982809	2599670.702	1200230.455	558.5180054
3287.685157	2599672.963	1200233.387	558.5020142
3291.387505	2599675.224	1200236.319	558.2319946
3295.089854	2599677.485	1200239.251	558.302002
3298.792202	2599679.745	1200242.183	558.2609863
3302.49455	2599682.006	1200245.114	558.3859863
3306.196898	2599684.267	1200248.046	558.4589844
3309.899246	2599686.528	1200250.978	558.4810181
3313.601594	2599688.789	1200253.91	558.5040283
3317.303942	2599691.05	1200256.842	558.4970093
3321.006291	2599693.311	1200259.774	558.5159912
3324.708639	2599695.572	1200262.706	558.6569824
3328.410987	2599697.832	1200265.637	558.6420288
3332.113335	2599700.093	1200268.569	558.6140137
3335.815683	2599702.354	1200271.501	558.5880127
3339.518031	2599704.615	1200274.433	558.5599976
3343.22038	2599706.876	1200277.365	558.5300293
3346.922728	2599709.137	1200280.297	558.7069702
3350.625076	2599711.398	1200283.229	558.6459961
3354.327424	2599713.659	1200286.161	558.2420044
3358.029772	2599715.919	1200289.092	558.2849731
3361.73212	2599718.18	1200292.024	558.4349976
3365.434468	2599720.441	1200294.956	558.4940186
3369.136817	2599722.702	1200297.888	558.6439819
3372.839165	2599724.963	1200300.82	558.2680054
3376.541513	2599727.224	1200303.752	558.210022
3380.243861	2599729.485	1200306.684	558.3670044
3383.946209	2599731.746	1200309.615	558.3759766
3387.648557	2599734.006	1200312.547	558.4320068
3391.350905	2599736.267	1200315.479	558.4530029
3395.053254	2599738.528	1200318.411	558.3640137
3398.755602	2599740.789	1200321.343	558.3389893
3402.45795	2599743.05	1200324.275	558.3309937
3406.160298	2599745.311	1200327.207	558.4450073
3409.862646	2599747.572	1200330.138	558.2890015
3413.564994	2599749.833	1200333.07	558.3239746
3417.267343	2599752.093	1200336.002	558.3839722
3420.969691	2599754.354	1200338.934	558.447998
3424.672039	2599756.615	1200341.866	558.3959961
3428.374387	2599758.876	1200344.798	558.5100098
3432.076735	2599761.137	1200347.73	558.5150146
3435.779083	2599763.398	1200350.662	558.5150146
3439.481431	2599765.659	1200353.593	558.3720093
3443.18378	2599767.92	1200356.525	558.4949951
3446.886128	2599770.18	1200359.457	558.3220215
3450.588476	2599772.441	1200362.389	558.3109741
3454.290824	2599774.702	1200365.321	558.4550171
3457.993172	2599776.963	1200368.253	558.2860107
3461.69552	2599779.224	1200371.185	557.9400024
3465.397868	2599781.485	1200374.116	557.6149902
3469.100217	2599783.746	1200377.048	557.8179932
3472.802565	2599786.007	1200379.98	557.7739868
3476.504913	2599788.267	1200382.912	558.34198
3480.207261	2599790.528	1200385.844	558.1849976
3483.909609	2599792.789	1200388.776	557.4030151
3487.611957	2599795.05	1200391.708	556.8889771
3491.314306	2599797.311	1200394.64	556.0830078
3495.016654	2599799.572	1200397.571	555.90802
3498.719002	2599801.833	1200400.503	557.3850098
3502.42135	2599804.094	1200403.435	558.0549927
3506.123698	2599806.354	1200406.367	558.1209717
3509.826046	2599808.615	1200409.299	558.117981
3513.528394	2599810.876	1200412.231	558.0570068
3517.230743	2599813.137	1200415.163	558.4910278
3520.933091	2599815.398	1200418.094	558.3560181
3524.635439	2599817.659	1200421.026	558.3120117
3528.337787	2599819.92	1200423.958	558.052002
3532.040135	2599822.181	1200426.89	558.151001
3535.742483	2599824.441	1200429.822	557.9899902
3539.444831	2599826.702	1200432.754	558.2189941
3543.14718	2599828.963	1200435.686	558.1199951
3546.849528	2599831.224	1200438.617	558.1489868
3550.551876	2599833.485	1200441.549	558.2080078
3554.254224	2599835.746	1200444.481	558.0499878
3557.956572	2599838.007	1200447.413	557.9819946
3561.65892	2599840.268	1200450.345	558.072998
3565.361269	2599842.528	1200453.277	557.7109985
3569.063617	2599844.789	1200456.209	557.9439697
3572.765965	2599847.05	1200459.141	557.875
3576.468313	2599849.311	1200462.072	557.9769897
3580.170661	2599851.572	1200465.004	557.9799805
3583.873009	2599853.833	1200467.936	557.9799805
3587.575357	2599856.094	1200470.868	557.9970093
3591.277706	2599858.354	1200473.8	557.757019
3594.980054	2599860.615	1200476.732	557.8699951
3598.682402	2599862.876	1200479.664	557.84198
3602.38475	2599865.137	1200482.595	557.90802
3606.087098	2599867.398	1200485.527	558.052002
3609.789446	2599869.659	1200488.459	558.1220093
3613.491794	2599871.92	1200491.391	557.8959961
3617.194143	2599874.181	1200494.323	557.6829834
3620.896491	2599876.441	1200497.255	557.7260132
3624.598839	2599878.702	1200500.187	557.5620117
3628.301187	2599880.963	1200503.119	557.6420288
3632.003535	2599883.224	1200506.05	557.7000122
3635.705883	2599885.485	1200508.982	557.7139893
3639.408232	2599887.746	1200511.914	557.8060303
3643.11058	2599890.007	1200514.846	557.7009888
3646.812928	2599892.268	1200517.778	557.3770142
3650.515276	2599894.528	1200520.71	557.2789917
3654.217624	2599896.789	1200523.642	557.2680054
3657.919972	2599899.05	1200526.573	557.3239746
3661.62232	2599901.311	1200529.505	557.177002
3665.324669	2599903.572	1200532.437	557.2479858
3669.027017	2599905.833	1200535.369	557.28302
3672.729365	2599908.094	1200538.301	556.9580078
3676.431713	2599910.355	1200541.233	556.289978
3680.134061	2599912.615	1200544.165	556.1380005
3683.836409	2599914.876	1200547.096	556.1439819
3687.538757	2599917.137	1200550.028	556.1300049
3691.241106	2599919.398	1200552.96	556.0809937
3694.943454	2599921.659	1200555.892	555.8519897
3698.645802	2599923.92	1200558.824	555.6199951
3702.34815	2599926.181	1200561.756	555.5930176
3702.34815	2599926.181	1200561.756	555.5930176
